"Simulated Data, Sydney Piloted Jet Flame",,,
"Arbitrary Location: x/D_J = 10, r/D_J = 0.6",,,
N_Samples = 500,,,
,,,
ZMIX,TEMP,Y_CO2,Y_CO
0.086436253,1893.311489,0.093652488,0.051031316
0.06534398,2063.127335,0.106682167,0.041059677
0.064313635,2070.978819,0.107413599,0.040655188
0.077741484,1971.760881,0.099261182,0.049262235
0.044108472,1864.830554,0.106884688,0.008987134
0.064252605,2013.909763,0.104440062,0.040876905
0.136065224,1322.438806,0.051021746,0.03640553
0.145742751,894.852508,0.01073901,0.04354836
0.115377284,997.9205044,0.014561915,0.04766625
0.046379737,1987.936927,0.118468752,0.005581505
0.058591133,2074.18873,0.113708452,0.028900969
0.135179174,828.508998,0.008625465,0.037618843
0.154509994,1242.908239,0.048025798,0.033304978
0.076748994,1750.942465,0.073642747,0.050083976
0.071961488,1985.739188,0.10134668,0.045691407
0.059838624,2081.920861,0.112952934,0.031239733
0.157250822,856.1136584,0.009080514,0.041401988
0.133140194,1027.612346,0.015986965,0.051291599
0.059342248,2085.783324,0.113826395,0.029812351
0.068569845,2033.123666,0.103712316,0.044572651
0.172492922,538.3171756,0.004470335,0.012268347
0.069029063,2000.818773,0.102319636,0.044630039
0.055117365,2042.503243,0.114607394,0.022868433
0.052122358,2070.883462,0.121336244,0.013750625
0.047911187,2007.140333,0.118623041,0.008140991
0.066928569,1994.620342,0.102236574,0.043344989
0.083863244,1698.470925,0.068960612,0.05030212
0.084632448,1886.203934,0.09201723,0.051112247
0.097761318,1779.353849,0.0834011,0.05164221
0.086364166,1659.671753,0.06624242,0.049010091
0.061586973,2014.782128,0.105976592,0.037479671
0.100572831,1447.454984,0.054461934,0.039451925
0.070063124,2041.629886,0.102138735,0.04855674
0.07280264,2012.923152,0.10094062,0.049431636
0.076581822,1986.114501,0.100100944,0.049606337
0.081264793,1645.087197,0.064075464,0.047658237
0.064209058,2072.183432,0.107963327,0.0393654
0.090406675,1569.426053,0.060323989,0.045106249
0.086309296,1511.821487,0.056338361,0.041172191
0.047896482,1841.747048,0.10065036,0.019412242
0.088694032,1680.935425,0.068829531,0.049932134
0.052649344,1993.775532,0.112328007,0.02014964
0.05060801,2080.059382,0.124570351,0.009079889
0.049495074,2101.292329,0.128724217,0.004494244
0.091432177,1831.243132,0.089697242,0.049476219
0.068393073,2028.033752,0.103602944,0.044778896
0.05962826,2031.731537,0.109009483,0.033406777
0.072359329,2023.67826,0.098442815,0.052458253
0.210789402,886.710606,0.009686083,0.047897496
0.230166586,634.3575275,0.004915031,0.020876578
0.045984968,1970.934925,0.11683271,0.00593298
0.080222633,1961.264576,0.099488994,0.049406098
0.050844386,1813.934014,0.093784283,0.027936265
0.051738594,2020.147922,0.116174524,0.016325987
0.043593647,1950.563737,0.116924015,0.00169933
0.063882764,1989.642996,0.104287947,0.037845019
0.101561525,1705.559679,0.075292955,0.051339872
0.145193646,1283.373074,0.049656232,0.035017467
0.173427414,427.337611,0.006024046,0.002754689
0.062265377,1939.255314,0.099702473,0.038857039
0.062523007,2061.720659,0.108475111,0.038025856
0.063316588,1770.438463,0.074262588,0.047695062
0.085590492,1522.452648,0.056831902,0.041709213
0.069732308,1987.39664,0.100534252,0.04629899
0.08011307,1944.480881,0.096883472,0.050742761
0.155758806,1279.625502,0.050079216,0.035844019
0.080879263,1949.279336,0.098053018,0.05025533
0.056612685,1837.879408,0.092918596,0.034040671
0.074440963,1844.225519,0.083786188,0.05052594
0.140146263,1450.359899,0.059921076,0.044992516
0.062332758,1851.190812,0.086821017,0.044356296
0.0627734,1138.011968,0.01831809,0.047071105
0.106461078,1366.977675,0.050904088,0.035357788
0.066277853,2039.464063,0.104877316,0.043009776
0.052608575,2070.073176,0.12073014,0.014986498
0.042968735,1938.121152,0.116090814,0.001138615
0.096699292,1753.128213,0.079340982,0.051821819
0.049174923,2044.634863,0.121730924,0.008379124
0.058070491,2183.158622,0.125067224,0.021794223
0.061758334,1848.584953,0.085910446,0.044785956
0.051676363,2085.681513,0.123607714,0.011547612
0.056018403,2054.572255,0.11460549,0.023940634
0.050327783,2047.863687,0.120421337,0.011173949
0.080868426,1841.370076,0.085318406,0.051055662
0.069314483,2018.048956,0.10303217,0.045096414
0.097609687,1514.085532,0.057894917,0.043046771
0.065029016,2031.674148,0.105149468,0.041590907
0.040580676,1875.580408,0.110943187,0.000245706
0.06379959,2094.859494,0.108574118,0.040712272
0.088199966,1601.337552,0.062130237,0.046506319
0.059159858,2139.120885,0.11878065,0.027438795
0.056437631,2184.766696,0.128209364,0.016944062
0.108440572,1434.307226,0.054604236,0.039831551
0.085568308,1677.074076,0.06782686,0.049389793
0.082241334,1911.704271,0.094220807,0.050804882
0.048433482,1959.125616,0.113284327,0.012462024
0.064470067,2051.005025,0.106431705,0.040898789
0.067825388,2059.477662,0.103586468,0.046885585
0.047205411,2031.072091,0.122632046,0.004373177
0.049009095,1983.985076,0.115462344,0.012083061
0.054736797,2007.306824,0.111650079,0.024068906
0.083881389,1749.754427,0.074125125,0.051684022
0.086717702,1684.396331,0.068418996,0.05008214
0.06283984,2002.460924,0.105293485,0.037280841
0.056874513,2100.338399,0.118656433,0.023727664
0.176104265,925.7704913,0.011647458,0.048579536
0.102167508,1483.565245,0.056651721,0.041891259
0.052446283,1616.956891,0.060700245,0.040862527
0.068144419,2038.840453,0.103356056,0.046160371
0.087289458,1764.423053,0.077360846,0.051685621
0.047914165,2000.718842,0.118561226,0.008202632
0.064747499,1970.535997,0.099168726,0.044293217
0.111276946,1267.088792,0.045533133,0.031028178
0.041834302,1890.147116,0.111475568,0.002096551
0.052695114,2132.879186,0.127565968,0.010808586
0.117648498,1427.35942,0.055198333,0.040714916
0.046306698,2037.353462,0.124913162,0.001352695
0.090751583,1802.956179,0.083314539,0.052045769
0.079822722,1884.285053,0.089615889,0.051375408
0.093348141,1710.34323,0.072949584,0.051320044
0.083561042,1646.284555,0.064573254,0.04806521
0.098540079,1465.130771,0.05520677,0.040249142
0.048949709,2069.891742,0.124966986,0.005932901
0.073044661,1981.572175,0.09895991,0.049189818
0.075146009,1871.892373,0.086340555,0.051376502
0.098997684,1386.269622,0.051198842,0.035487371
0.057904756,2226.637672,0.131066829,0.017687096
0.196213171,1009.516425,0.023827385,0.041314707
0.04768397,1755.850538,0.089701195,0.025360136
0.056313665,2146.81895,0.123750237,0.019475487
0.0931388,1667.298748,0.068546191,0.050050625
0.11235226,1580.683843,0.065407984,0.048412185
0.067378557,1949.474118,0.101870681,0.038327714
0.041720015,1891.619571,0.111789255,0.001696864
0.034996139,1701.000911,0.09596694,2.68E-05
0.185059396,897.2140415,0.010198986,0.046961728
0.037812811,1787.794774,0.103456553,0.000177723
0.039042613,1830.221069,0.106948676,0.000102807
0.082585153,1846.383359,0.088373769,0.049357047
0.097634623,1766.76596,0.081663703,0.051661881
0.072550838,1983.648759,0.099922964,0.047919206
0.073575922,1991.886155,0.100650696,0.048174864
0.08159852,1866.684341,0.088446949,0.051197197
0.031764816,1587.330363,0.087035263,7.98E-05
0.107749739,1557.646332,0.062484253,0.046763968
0.067847632,1772.825367,0.080189684,0.04462197
0.196433805,835.3589317,0.008075353,0.042317549
0.160728817,683.8024494,0.004281467,0.026056571
0.046836473,2018.588588,0.121365513,0.004534548
0.051977045,1746.48006,0.08486398,0.032156795
0.096092382,1531.062934,0.058713895,0.043654247
0.084259504,1412.196175,0.051133674,0.034984113
0.057436391,2113.945761,0.11862399,0.024264388
0.05909973,2121.48543,0.117287327,0.028272841
0.099652849,1630.36881,0.067085847,0.04885863
0.059167676,2105.812588,0.115766724,0.029215443
0.068700251,1990.707442,0.101902365,0.044077817
0.093904803,1614.344819,0.06419928,0.047923359
0.094854081,1623.843691,0.065175604,0.048391956
0.066002616,1949.581504,0.098947653,0.042703949
0.09281311,1885.864349,0.095791837,0.050657747
0.044786747,1962.979297,0.11716733,0.003627632
0.061589077,2098.346707,0.111744711,0.035580074
0.106693489,1551.993434,0.061880795,0.046418905
0.074275565,1837.601921,0.084802427,0.04890885
0.090339196,1699.220728,0.071215215,0.050509173
0.046826383,2017.753025,0.121360167,0.004520676
0.104278702,1582.059404,0.063753344,0.047614076
0.051976132,2057.655864,0.120580601,0.014006731
0.102873959,1184.84746,0.025536587,0.048472697
0.045842281,1928.639919,0.112328807,0.008550521
0.034103755,1670.474536,0.093517604,2.82E-05
0.077043369,1954.22371,0.097897211,0.049255317
0.109251645,1665.92849,0.073262387,0.051072123
0.056301138,2052.022606,0.11426542,0.025037709
0.050203925,1997.101434,0.115644685,0.014045939
0.219266305,954.1795703,0.016512997,0.048119604
0.103864253,1465.427848,0.05583775,0.041096391
0.041042742,1888.767117,0.112095081,0.00031929
0.041903706,1901.993467,0.112888788,0.001317243
0.050331923,1699.421609,0.080642041,0.031476966
0.060135368,2041.990103,0.109431,0.033738778
0.076876961,1794.161293,0.076948729,0.051862919
0.04918442,2096.623527,0.128406038,0.004154133
0.046219413,1968.846679,0.116575564,0.006508432
0.085206793,1556.277994,0.058759925,0.04352279
0.080602394,1672.086637,0.065986574,0.04883577
0.075334003,1983.668693,0.100314412,0.048542128
0.054481657,2102.000895,0.121970988,0.017464384
0.05091964,2115.855973,0.128599205,0.007060864
0.096266206,1328.370676,0.04797269,0.032151728
0.06163396,1925.441657,0.099797459,0.036673718
0.187255651,515.0538154,0.005985843,0.009309924
0.061643434,2032.345109,0.107809915,0.03570116
0.046927602,1915.52522,0.10995409,0.011952447
0.063928096,2088.96612,0.108314875,0.040631745
0.049178581,2115.174192,0.13172168,0.00203409
0.06417861,1715.328263,0.067540282,0.047599021
0.048233365,2004.531296,0.118471433,0.008814881
0.073481529,1907.144237,0.092399076,0.048697815
0.057313516,2027.639182,0.110965569,0.028741251
0.067447388,2052.227381,0.104111611,0.045522755
0.12798938,1253.673057,0.046710586,0.031391516
0.083419655,1851.4746,0.086294593,0.052213048
0.167747967,755.5378112,0.005876917,0.033276567
0.071426072,1973.714452,0.10140434,0.044059099
0.041998229,1846.062687,0.10641078,0.005605276
0.069886104,1861.266103,0.086513979,0.048311172
0.258616374,606.3928987,0.006466107,0.017774653
0.065770049,2037.805878,0.105624099,0.041071472
0.038542477,1811.514594,0.105453768,0.000180398
0.104719222,885.6167424,0.011058737,0.038881809
0.040883688,1882.956185,0.111595431,0.000359426
0.092915425,1393.006092,0.051012779,0.035100943
0.058511399,1790.657571,0.080372876,0.043120413
0.063388253,2148.335891,0.111861447,0.039290234
0.052506946,2063.697613,0.119879572,0.0153104
0.056739307,2084.808404,0.116939885,0.02434389
0.116304489,663.6646683,0.004381893,0.02416804
0.075414672,2003.049146,0.099509496,0.051177259
0.065951615,2018.823149,0.105181314,0.039083753
0.074987972,1918.669875,0.092772987,0.050132267
0.110764724,1450.858366,0.055783754,0.041183702
0.085256953,1429.494525,0.052078467,0.036122687
0.077892923,1813.938496,0.079713681,0.051977205
0.052497871,2088.937337,0.123378588,0.013137345
0.118260429,842.3552276,0.009489166,0.037304078
0.059928084,2059.707309,0.111081308,0.032453689
0.070381068,1892.735575,0.090282886,0.048125062
0.064098026,2101.997929,0.108855219,0.040465343
0.067466172,1897.736068,0.091822134,0.046008564
0.074240369,1964.420902,0.097687126,0.049414303
0.066580267,2064.026238,0.105045565,0.044467501
0.070371066,1856.238939,0.088642369,0.045911047
0.063675354,1952.668185,0.098468765,0.042770065
0.085967826,1594.700975,0.061372844,0.045730359
0.080152692,1792.454496,0.077829079,0.052012644
0.049832445,2089.812015,0.126895952,0.006246809
0.064689763,2039.823081,0.106190248,0.04016084
0.064271222,1893.656127,0.092643849,0.043492119
0.061031727,2076.384657,0.111167446,0.034207293
0.094258712,1844.984645,0.092750348,0.049067507
0.083103473,1920.74731,0.09688633,0.049210212
0.050293628,2070.729698,0.122849648,0.009626727
0.075201412,1984.599126,0.100634451,0.048081383
0.090497308,1762.370902,0.077859236,0.05214103
0.114072307,1137.315863,0.020730567,0.051205665
0.054757477,2011.753744,0.112081562,0.023877921
0.047110807,1950.023705,0.11339441,0.010082861
0.190499585,1141.258835,0.044728317,0.030462028
0.048762672,1972.867027,0.114331051,0.012364501
0.048981354,1942.303233,0.110656158,0.015022793
0.068927718,2037.46441,0.103304549,0.045985404
0.270842624,567.2378273,0.007949783,0.013317058
0.133468863,986.6193202,0.014151499,0.048880739
0.070238298,1872.560853,0.088795978,0.047417071
0.058964301,2068.49778,0.112744564,0.030570563
0.100946105,1546.386462,0.060477381,0.045335896
0.082897157,1752.771405,0.074298403,0.051549198
0.08221116,1286.107453,0.039552939,0.035117926
0.061288151,2109.520395,0.113208725,0.033560049
0.058847631,2009.200346,0.108101679,0.031831048
0.077916503,1870.406859,0.087798899,0.050865964
0.218288859,697.5680155,0.004645064,0.027398724
0.054864205,1736.350446,0.075741247,0.040956882
0.04983959,2011.072392,0.116762297,0.012594282
0.049883126,2124.548741,0.13173818,0.003253803
0.185762943,730.3765855,0.005158797,0.031178761
0.054235328,2156.638116,0.128224966,0.013088808
0.1134726,1348.667699,0.050535177,0.035121013
0.051057143,2084.889487,0.124426331,0.009952042
0.168951669,882.8496693,0.009903122,0.044547315
0.070183205,2029.353561,0.102190864,0.047931914
0.199791095,670.3371721,0.004228417,0.024390725
0.069976949,2002.12981,0.10263821,0.044505034
0.12519866,990.1391769,0.01422989,0.048222693
0.107647738,1478.302029,0.056970234,0.042291541
0.069241797,2004.559927,0.103027904,0.04384537
0.121052708,1369.262451,0.052305343,0.037511419
0.085676829,1920.878414,0.096326062,0.051250177
0.03967863,1846.370764,0.108444287,0.00026084
0.083993995,1861.886949,0.089266697,0.050766281
0.110429643,920.3842165,0.012099917,0.041873383
0.050291785,1935.599551,0.109012466,0.018381521
0.094636663,1485.384572,0.055839587,0.040826458
0.065197965,2052.588496,0.1060503,0.04182499
0.05563828,2026.886577,0.112596776,0.024958246
0.045960663,2018.046307,0.12263593,0.002197485
0.06588922,2036.112655,0.104960925,0.042516267
0.064681203,2079.222786,0.106996441,0.042215237
0.099827069,1401.993789,0.052047059,0.036543851
0.038680806,1810.817351,0.105427855,0.000439419
0.163931728,668.440485,0.003991786,0.024394514
0.060301369,2064.242442,0.111050782,0.03301123
0.064170876,2079.282025,0.107544642,0.04126298
0.059072192,2197.184397,0.124919503,0.023633394
0.069621767,1968.38433,0.101171361,0.043058144
0.058730433,2198.599758,0.125692697,0.022548276
0.071011029,2035.20873,0.101583188,0.049177427
0.056600789,2116.328595,0.120387733,0.02207237
0.041083414,1858.468116,0.108370568,0.002760827
0.0581145,2097.372142,0.116377362,0.026924987
0.165268991,762.9480539,0.006135224,0.033998094
0.099489007,1540.104452,0.059801289,0.04477741
0.162429946,619.0014992,0.003432719,0.019632463
0.04139724,1841.817982,0.106484266,0.004507199
0.083535959,1847.013342,0.086157135,0.051866918
0.050632853,2060.720052,0.122174428,0.010644321
0.16111778,890.1770286,0.010368138,0.044540967
0.105379287,1069.550092,0.016826624,0.051174994
0.046323563,1972.951277,0.116116712,0.006950981
0.062385117,1935.092805,0.10219291,0.033557267
0.093893148,1818.889034,0.0868808,0.051805536
0.070624176,2041.229519,0.10000295,0.051014635
0.163992748,864.1687387,0.009248971,0.042573125
0.082592295,1716.516797,0.070309977,0.050776294
0.081990296,1913.301249,0.095291778,0.049690846
0.055218975,2009.95352,0.111360612,0.024891567
0.050819019,2147.525756,0.133614329,0.003693829
0.045636994,1953.303476,0.1142004,0.00692198
0.082466715,1782.387559,0.077270682,0.052162808
0.100462171,1667.538714,0.07059954,0.050653953
0.124677428,1604.711091,0.071286687,0.050093042
0.120345873,1583.293316,0.067560855,0.049115735
0.051769306,2031.252849,0.116991489,0.015765403
0.043739179,1924.788381,0.113710527,0.003999712
0.092284495,1565.914803,0.060387322,0.045174818
0.093379143,1711.828211,0.073092397,0.051397914
0.097591324,1483.321412,0.0560721,0.041176559
0.046811742,1990.451923,0.118147835,0.006538473
0.053806544,2090.666219,0.121509006,0.016570303
0.124579528,907.9436081,0.01147696,0.042445551
0.055298375,2186.664895,0.130676887,0.013383656
0.063229307,2017.959064,0.105520802,0.038949027
0.142463519,925.1640626,0.011760849,0.045409653
0.076762333,1908.668412,0.093311444,0.049168766
0.037332539,1773.502107,0.102219044,0.000126668
0.050761372,2001.951807,0.115323353,0.015187367
0.094514495,1516.325715,0.057593279,0.042648606
0.045912373,1931.311573,0.112058767,0.008813463
0.059734626,2102.284553,0.114275918,0.030873734
0.065991511,2098.466487,0.104899888,0.047924051
0.064271143,1942.506346,0.09751743,0.043115438
0.160703359,855.119861,0.009052494,0.041661311
0.055521534,2213.628848,0.134312654,0.011460113
0.092169659,1712.48098,0.072828802,0.051271197
0.086483212,1638.038956,0.064557254,0.04802889
0.042726947,1939.841555,0.116555195,0.000421655
0.072952411,1568.752077,0.057818726,0.042363755
0.050977574,2111.501913,0.127581732,0.007806583
0.076023002,1877.90369,0.091005676,0.04788084
0.089470996,1748.427903,0.076284936,0.051518063
0.068179076,2036.772613,0.103804414,0.044948147
0.068987871,2035.568901,0.102725575,0.047259597
0.084071356,1944.615519,0.098104299,0.05131642
0.101051451,903.8338634,0.011711319,0.039791
0.116576046,1671.34916,0.076678378,0.051184354
0.055229574,2222.102713,0.13636779,0.009642366
0.059852103,2117.569776,0.115656156,0.030058556
0.086574782,1868.364165,0.091874905,0.049882768
0.076895968,1866.407594,0.086242681,0.051510358
0.101566227,1054.900215,0.016217005,0.049824909
0.040011083,1860.537861,0.109568652,0.000126414
0.074164303,1978.317508,0.099493349,0.048632651
0.122855769,1016.87589,0.015129622,0.049804955
0.051114029,2115.365743,0.1281613,0.007677823
0.049291191,1730.106084,0.08239295,0.032001511
0.072703664,1657.529066,0.06378663,0.046847442
0.048924152,2048.547609,0.121918868,0.007809679
0.063861517,1997.065209,0.103440309,0.040502994
0.086890139,1825.453523,0.084650445,0.052036143
0.058752386,2081.332345,0.114091413,0.028728739
0.084280448,1675.546523,0.067112688,0.049412574
0.153814735,1207.673026,0.046164626,0.031217725
0.047266691,1971.729671,0.115869124,0.008786832
0.078862292,1904.051123,0.094631835,0.048034725
0.086762333,1745.103841,0.075007243,0.051361087
0.083178132,1930.972328,0.096747386,0.05072371
0.175474017,579.9640857,0.003843269,0.015989152
0.053126287,2148.567051,0.129047391,0.010628943
0.048993525,2051.760125,0.123158937,0.007160095
0.280154449,454.5173083,0.008634852,0.003378483
0.089041883,1802.678313,0.08240138,0.052242926
0.129009963,913.4983972,0.011621095,0.043297214
0.062597711,2053.104345,0.107595634,0.038939885
0.063405052,1991.436171,0.103141489,0.040192008
0.065456937,1821.313535,0.080279025,0.04835772
0.082860673,1711.502003,0.070345656,0.050291688
0.054013924,1860.821292,0.095969558,0.031729489
0.071917498,1942.592069,0.097494641,0.046214837
0.074318935,2014.922947,0.096102212,0.055901155
0.05782557,2128.524292,0.119189608,0.025053863
0.051036049,2054.899101,0.120890171,0.012153128
0.041341316,1895.064651,0.112624155,0.000503517
0.062597745,1943.18798,0.102723231,0.033685212
0.054104898,2064.520985,0.116970633,0.019599267
0.123586488,919.3606729,0.011852896,0.043124568
0.058160692,2116.667663,0.118052464,0.025969237
0.140617306,1508.566276,0.06481717,0.047538278
0.102142457,1047.413591,0.016021643,0.049404904
0.154772167,605.3147419,0.003253589,0.018384093
0.069644745,1959.130764,0.099805079,0.044052755
0.10948498,947.4437751,0.012960879,0.043598621
0.098502479,1509.89859,0.057781501,0.042962691
0.107888035,1591.609924,0.065354043,0.048434998
0.037144088,1768.153699,0.101742543,0.000100794
0.090629649,947.4748925,0.013062025,0.041506528
0.057151804,1946.51408,0.103757613,0.03125227
0.055646375,2076.59806,0.118052427,0.02200249
0.060157977,2002.960434,0.106840882,0.033692757
0.045419722,2006.791081,0.121919571,0.001708939
0.043643684,1961.092703,0.118254589,0.000940352
0.043283651,1912.078774,0.112267193,0.004123895
0.050899122,2037.182413,0.119424214,0.012861935
0.099347247,1319.415136,0.047720511,0.03198747
0.051111562,2159.203735,0.13500216,0.003321276
0.060432081,2092.147936,0.112913206,0.032864487
0.081291741,1921.073126,0.09479569,0.050874669
0.049813975,1979.063705,0.113570127,0.014584972
0.056909404,2184.839586,0.127408381,0.018269937
0.043585678,1962.365338,0.118478462,0.00069682
0.109542774,1146.512538,0.020587176,0.051786446
0.073845385,2015.113174,0.099860066,0.050885375
0.171810924,743.339335,0.005494513,0.032091834
0.085588732,1858.858937,0.088899214,0.051389743
0.071758122,1916.930644,0.092153716,0.049322516
0.056011196,2097.353175,0.119326367,0.021742986
0.064632748,2025.31607,0.105192187,0.040703691
0.074883143,2005.92481,0.100164171,0.050585561
0.057782159,2107.186025,0.117738802,0.02565311
0.045810223,2013.545153,0.122234879,0.002190006
0.131509317,783.7140658,0.007331063,0.034047521
0.058404595,1882.283617,0.094277312,0.038077325
0.056979893,2170.686596,0.125794158,0.019406692
0.078933487,1816.176097,0.080498013,0.05190942
0.032885788,1622.548818,0.089935467,0.000189608
0.045169033,1927.317576,0.112732811,0.007118214
0.054159771,2015.79175,0.112618212,0.021745884
0.08857424,1875.805207,0.09267716,0.050799125
0.056385104,2072.560685,0.116059691,0.02403656
0.06506695,1914.825532,0.094734718,0.043679128
0.075504484,1931.480355,0.093868799,0.050593232
0.044805722,1993.411505,0.120996102,0.001224664
0.056091482,2018.533627,0.110127109,0.027784868
0.093212599,1385.626425,0.050674552,0.034717612
0.107567408,1558.534797,0.062564735,0.046856047
0.15396218,861.8355314,0.00940598,0.041704751
0.080780298,1875.17859,0.088324151,0.051961006
0.0849254,1831.696194,0.085426585,0.05131111
